Source Term	Target Term
MRHD - maximum Recommended Human Dose	DMRH - dosis máxima recomendada en humanos
MRHDD	DDMRH
MPV	VPM
mpa 332 a 496 (Págs 1-21 aprox)	1 de 3
MRCP	CPRM
MRD	DMR
MRT	TMR
mRNA	ARNm
MRP2	MRP2
mRNA - messenger ribonucleic acid	ARNm - Ácido ribonucléico mensajero
MRM	MRM
mRNA expression	expresión del ARNm
MRT - mean residence time	MRT - Tiempo medio de residencia
MS1 scan	espectro MS1
MSCT angiography	angio TCMS
MRTpo	tiempo medio de permanencia
MS	MS
MRT- total mean residence time of the analyte molecules in the body- total mean residence time of the analyte molecules in the body	MRTtot - - Tiempo medio de residencia total de las moléculas del analito en el organismo
MRTtot	TMRtot
MU	UM
MTD - Maximum tolerated dose	DMT - Dosis máxima tolerada
MSE	ECM
mTOR - Mammalian target of rapamycin	mTOR - Blanco de rapamicina en mamíferos
MSDS	FSM
MU	MU
mTOR	mTOR
mucoid stools	heces mucosas
mucolytics	mucolíticos
MTD	DMT
Mucosal epithelial hypertrophy	hiperplasia epitelial de la mucosa
mucus	mucosidad
mucosal inflammation	inflamación de mu
mull	pasta
MUGA scan - multigated blood pool imaging of the heart	MUGA - ventriculografía isotópica
multi-compartmental disposition kinetics	distribución multicompartimental
MUGA	MUGA
mucous colitis	colitis mucosa
Multi drug resistance-associated protein	proteína asociada a la multirresistencia
multi-dose plastic bottle	frasco de plástico multidosis
multidrug and toxin extrusion antiporter	transportador de proteínas de extrusión de multidrogas y toxinas
multicomponent	multicomponente
multi-sliced	multicorte
multi-element detector	detector de elementos múltiples
multidose plastic bottle	frasco de plástico multidosis
multicenter trial	estudio multicéntrico
multicenter /multicentre trial	estudio multicéntrico
multigated blood pool imaging of the heart	ventriculografía isotópica
multidrug resistance protein (MRP)	proteína de resistencia a múltiples drogas
multidrug resistance protein	proteína de resistencia a múltiples drogas
multilabel counter	contador multi-marca
multiorgan failure	insuficiencia multiorgánica
multilabel counter	cámara aceptora
multifocal	multifocal
Multigated Acquisition Scan	ventriculografía nuclear
multiplanar probe	sonda multiplanar
multipart plastic screw closure containing desiccant	sistema de cierre plástico a rosca articulado con secante
multipart plastic screw closure containing desiccant	sistema de cierre plástico de rosca articulado con secante
multiplanar reconstruction	reconstrucción multiplanar
multiple drug overdose	sobredosis múltiple
multipack	paquete
multiple rising dose study	estudio con dosis múltiples
multiple myeloma	mieloma múltiple
Multiple reaction monitoring	monitorización de reacción múltiple
multiple rising dose study	estudio con dosis múltiples ascendentes
multiset titration	valoración multiset
multiplier	multiplicador
Munier and Mancheboeuf	Munier y Mancheboeuf
multiplicity	multiplicidad de variables
multivariable logistic regression	regresión logística multivariable
multiwell plate	placa multipocillo
multivariate	multivariable
multiples	múltiplo
MuLV	MuLV
muscarinergic receptor	receptor muscarínico
murine	murino
Mus dunni cells	células de Mus dunni
muscarinic cholinergic receptor	receptor muscarínico colinérgico
muscarinic receptor antagonist	antagonista de receptores muscarínicos
musculoskeletal and connective tissue disorders	trastornos musculoesqueléticos y del tejido conjuntivo
murine	murina
muscular weakness	pérdida de fuerza muscular
MuSK	MuSK
mutación en el EGFR (no sé si hay traducción)	QoL Lung Lux
mutagenicity study	Estudio de la acción mutágena
musculoskeletal system	sistema musculoesquelético
Muta™Mice	ratones Muta™
mutant kinase	cinasa mutante
mutagenicity study	estudio de mutagenicidad
mutant colonies	colonias mutantes
mutant frequency	frecuencia de mutantes
mycoplasmal pyelonephritis	pielonefritis por micoplasma
myasthenia gravis	miastenia gravis
myelopoiesis	mielopoyesis
mycoplasma	micoplasmas
myeloid series	serie mieloide
myalgia	mialgia
MW	PM
mycoses fungoides	micosis fungoide
myeloic cells	célula mieloide
mydriatic agent	agente midriático
myogelosis	myogelosis
myofibrillary protein	proteína miofibrilar
myelosupression	mielosupresión
myocardial ischaemia	isquemia de miocardio
myocardial infarction	infarto de miocardio
myelosuppressive	mielosupresor
myoid cell	célula mioide
myoglobin fraction	Ver columna C
myelotoxicity	mielotoxicidad
"médica de Chile [http://www.scielo.cl/scielo.php?pid=S0034-98872006000300002&amp;script=sci_arttext]"""	Nonclin report_112264_U12109001
"n el hígado. Hice una traducción afecten el hígado. Hice una traducción de sentido en base a lo que encontré (http://apps.who.int/medicinedocs/es/d/Js4930s/9.9.1.html para stopping criteria http://www.inidep.edu.ar/publicaciones/catalogo-2/informes-de-investigacion-2011/ para liver chemistry) porque no hay casi nada en castellano."""	Prot_201435_PHO
myorelaxant	miorrelajante
myosclerosis	miosclerosis
N,N-dimethylimidodicarbonimidic diamide	Diamida N,N-dimetil imidodicarbónimídica
N-acetyl-beta-D-glucosaminidase	N-Acetil-?-D-Glucosaminidasa
N,N-dimethyl-1,3,5-triazine-2,4,6-triamine	N,N-dimetil-1,3,5-triazina-2,4,6-triamina
N,N-Dimethylbiguanide hydrochloride	N,N-dimetil clorhidrato de biguanida
n-2 grades of freedom	n-2 grados de libertad
n pharm_U13343701	3 de3
n-butyl acetate	acetato de n-butilo
N-butyl alcohol (Butan-1-ol)	n-butil alcohol (butan-1-ol)
N-butylscopolammonium bromide	bromuro de N-butilescopolamonio
N-butylscopolammonium	N-butilescopolamonio
N-desmethyl-rosuvastatin	N-desmetil rosuvastatina
N-acetyltransferase 2	N-acetiltransferasa 2
n-Heptane	n-Heptano
N-Methylmorpholine	N-metilmorfolina
N-oxide	nitróxido
n.r.	n.r.
N-methylscopine	N-metilescopina
N-oxidation	N-oxidación
N-terminal telopeptide	telopéptido N-terminal
N/A - Not applicable	No corr. (usar solo de ser necesario en tablas) - No corresponde
n.t.	s.e.
N-Methylcyclohexylamine hydrochloride	clorhidrato de N-metil ciclohexilamina
Na citrate	citrato de sodio
naefco podwer	polvo de Naefco
Na-phosphate buffer	solución buffer de fosfato sódico
N/D - ND - nd - Not determined	No det. (usar solo de ser necesario en tablas) - No determinado
NADPH - ß-nicotinamide adenine dinucleotide phosphate, reduced form	NADPH B-nicotinamida adenina dinucleótico fosfato, forma reducida
nADA	nADA
NAEPP	NAEPP
NADP	NADP
nanometer	nanómetro
narratives	informes
naloxone	naloxona
nanomolar	nanomolar
nagement and Analysis Plan	plan de administración y análisis de los datos de ensayos clínicos
narrative description of the manufacturing process	descripción detallada del proceso de fabricación
nanogram	nanogramo
narrative text	desarrollo textual
narrow SMQ	consulta SMQ específica
nasogastric feeding catheter	sonda de alimentación nasogástrica
narrow angle glaucoma	glaucoma de ángulo cerrado
nasal dryness	sequedad nasal
nasal aqueous solution	solución acuosa nasal
narrow angle glaucoma	g
NASH	EHNA
nasalis	músculo nasal
narrow therapeutic window	ventana de tratamiento estrecha
National Formulary	Formulario nacional de medicamentos
National Board of Health and Welfare	Junta Nacional de Salud y Bienestar
National Asthma Education and Prevention Program	Programa Nacional de Educación y Prevención del Asma
National Death Register	registro de defunciones
National Institute of Vigilance of Medicine and Food	Instituto Nacional de Vigilancia de Medicamentos y Alimentos de Colombia
native extract	extracto natural
National Oxygen Register	Registro Nacional de Usuarios de Oxigenoterapia
national reporting system	sistema nacional de farmacovigilancia de los EE.UU.
natriuretic	natriurético
NCE	ENC
Natrosol	Natrosol
natural history	historia natural
natural logarithm	logaritmo natural
NBE Drug Discovery	descubrimiento de fármacos NEB
NCE Discovery	descubrimiento de NEQ
NCB - net clinical benefit	NCB beneficio clínico neto
NCB	NCB
near-infrared spectroscopy	espectroscopia del infrarrojo cercano
near-confluent	cuasi-confluente
nd damaging the immune system	BI empagliflozina 92-110
NDS	PDN
NCI	NCI
NCSP	NSCP
ndex=alt&amp;srchtxt=venography&amp;comencsrch.x=0&amp;comencsrch.y=0	Pradaxa_Clin trial report_1160.46_pag 77 a 91
near infrared spectroscopy	espectroscopía infrarroja cercana
near UV	lámpara de rayos UV cercanos
ndole-6-carboxylic acid	ácido indol-6-carboxílico
nedocromil	nedocromilo
neck pain	dolor de cuello
needle wash	lavado de la aguja
neat	puro
necropsy interval	momento en el que se realiza la necropsia
necrotic	necrótico
NEC	NCOC
nebulised therapy	tratamiento con nebulizador
Negligible (effects)	insignificante
negligible	insignificante
negative control	control negativo
negative binomial model	modelo binomial negativo
nelfinavir	nelfinavir
nephelometer	nefelómetro
neoplasm	neoplasia
Neodymium: Yttrium Aluminium Garnet	neodimio: itrio-aluminio-granate
neoplasms benign, malignant and unspecified (including cysts and polyps)	neoplasias benignas, malignas y no especificadas (incluidos quistes y pólipos)
neoplasms malignant site unspecified NEC	neoplasias malignas de localización no especificada NCOC
neoplasms unspecified malignancy and site unspecified NEC	neoplasias de malignidad y localización no especificadas NCOC
nervous system disorder	trastorno del sistema nervioso
nervous system neoplasms unspecified malignancy NEC	neoplasias del sistema nervioso de malignidad no especificada NCOC
nephelometric turbidity units	unidades nefelométricas de turbidez
nested case-control analysis	P: MA 10-8-16
nephritis	nefritis
nephrocalcinosis	nefrocalcinosis
nephrolithiasis	nefrolitiasis
nephropathy	nefropatía
net clinical benefit	beneficio clínico neto
neurobehavioral	neuroconductual
neurogenic bladder	vejiga neurogénica
neuropathic disability score	puntuación de deterioro de la neuropatía
neuropathy	neuropatía
neuromuscular junction	unión neuromuscular
new chemical entity	nueva entidad química
neutral red uptake	captación del rojo neutro
nevirapine	nevirapina
neutrophilia	neutrofilia
new drug application	solicitud de registro de una nueva especialidad farmacéutica
neutropenic infection	infección debida a neutropenia
neuropathy peripheral	neuropatía periférica
nevirapine hemihydrate	hemihidrato de nevirapina
nevirapine anhydrous	nevirapina anhidra
New York Heart Association	Asociación del Corazón de Nueva York
new onset albuminuria	aparición de albuminuria
New Zealand White rabbit strain bred in house	conejo doméstico blanco neozelandés
new onset macroalbuminuria	aparición de microalbuminuria
ng	ng
ng - Nanogram(s)	ng - Nanogramo(s)
niacinamide	niacinamida
NHS	NHS
nguages=es	Spiriva
nintedanib	nintedanib
night-time awakening	interrupción del sueño
nicotinamide	nicotinamida
NIR	espectro NIR
NIR Near-Infrared	en el espectro NIR
nistrative Dispute Resolution Act	Código de lo Contencioso Administrativo
nitril	nitrilo
nitrate	nitrato
nitrite	nitrito
nitric acid	ácido nítrico
nists	agonistas beta2
nitro compound	nitroderivado
NLT / not less than	como mínimo
nitrogen headspace pressure	presión positiva de nitrógeno
nmol/L	nmol/l
nm - Nanometer	nm - Nanómetro
"niversitario. // http://es.wikipedia.org/wiki/Habilitaci%C3%B3n // http://en.wikipedia.org/wiki/Privatdozent"""	"""U07-1814 --pre-clinical-stvatdozent"""""""
NMT (no more than)	véase NMT
no deseados	convención TrTr
NNT	NNT
NMT	HTA
no de los cuestionarios estandarizados. // http://revistas.ucm.es/index.php/PSIC/article/viewFile/PSIC0606220359A/15856	Clinical trial report_Final OS Analysis_119913_U13150401 (portada y pág 3 -17
NMT - Not more than	como máx. - Hasta / como máximo
no se que es ese SI será significant como en SIAE? contexto: Bilirubin greater than 1.5 mg / dl (&gt;26 ?mol / L, SI unit equivalent)	Legacy Clinical Study Report_U07312802 (Afanatib)
"no sé si es término This patient""s tumour initially responded to treatment with 10mg BIBW 2992 but she relapsed after 14 cycles with brain metastases"	Legacy Clinical Study Report_U08102303 pag 20
no sample	sin muestras
no growth	sin crecimiento
no replacement period	sin período de reemplazo
no observed adverse effect level	Dosis (máxima) sin efectos adversos observados
nocturia	nicturia
no template control	control de reactivo de amplificaciónIATE
no sé si traducir carrier como transportador o soporte	P200_PD2013067_U1308202_Págs 13 a 55
no-change	estabilidad
NOAEL	NOAEL
nominal criteria for statistical significance	criterios nominales para obtener significatividad estadística
non clonality	ausencia de clonalidad
nombre comercial? Es de una medicación	83145_TS_1815952006R03_A059547_lemon aroma.pdf
non haem iron	hierro no hem
non GLP study	estudio que no se limita a las GLP / que no ha sido realizado conforme a las Buenas Prácticas de Laboratorio (GLP), / que no cumple con…
non- platinum based therapy	quimioterapia no basada en platino
non invasive stress test	prueba de esfuerzo no invasiva
non labelled compound	no marcado
