Source Term	Target Term
X-ray therapy to lung	Radioterapia con rayos X de pulmón
X-ray therapy to uterus	Radioterapia con rayos X de útero
X-ray therapy to skin	Radioterapia cutánea con rayos X
X-ray therapy to thyroid	Radioterapia con rayos X tiroidea
X-ray treatment	Tratamiento con rayos X
X-ray therapy to prostate	Radioterapia con rayos X de próstata
X-ray therapy to pancreas	Radioterapia con rayos X de páncreas
Xanthochromia	Xantocromía
Xanthomatosis	Xantomatosis
Xanthelasma	Xantelasma
Xanthoma	Xantoma
X-ray with contrast upper gastrointestinal tract	Radiografía con contraste del tracto gastrointestinal alto
Xeroderma pigmentosum	Xeroderma pigmentoso
XIth nerve injury	Lesión traumática del XI par craneal
XIIth nerve injury	Lesión traumática del XII par craneal
Xeroderma	Xeroderma
Xerosis	Xerosis
Xanthopsia	Xantopsia
Xerophthalmia	Xeroftalmia
XXXY syndrome	Síndrome XXXY
Yaws of skin	Frambesia cutánea
XXYY syndrome	Síndrome XXYY
Yawning	Bostezos
Yaws	Frambesia
Yaws of bone	Frambesia ósea
Yolk sac tumour site unspecified	Tumor del saco vitelino de localización no especificada
Yellow skin	Piel amarilla
Yellow fever	Fiebre amarilla
Zieve syndrome	Síndrome de Zieve
Yellow nail syndrome	Síndrome de las uñas amarillas
Zinc sulphate turbidity normal	Turbidez normal del sulfato de cinc
Zinc deficiency	Déficit de cinc
Zinc sulphate turbidity abnormal	Prueba de turbidez con sulfato de zinc anormal
Zinc sulphate turbidity decreased	Turbidez disminuida del sulfato de cinc
Zoonosis	Zoonosis
Zinc sulphate turbidity increased	Turbidez aumentada del sulfato de cinc
Supranuclear palsy	Parálisis supranuclear
Tubulointerstitial nephritis	Nefritis tubulointersticial
Mental status changes	Cambios en el nivel de conciencia
Pneumoperitoneum	Pneumoperitoneo
Vasculitis gastrointestinal	Vasculitis gastrointestinal
Auditory meatus external erosion	Erosión de meato del conducto auditivo externo
Bone marrow transplant rejection	Rechazo del trasplante de médula ósea
Multiple sclerosis relapse	Recidiva de esclerosis múltiple
Cardiomyopathy acute	Miocardiopatía aguda
Ruptured ectopic pregnancy	Ruptura de embarazo ectopico
Mobility decreased	Disminución de la movilidad
Aneurysm ruptured	Ruptura de aneurisma
HIV infection CDC category C1	Infección por VIH grupo C1 del CDC
HIV infection CDC category B1	Infección por VIH grupo B1 del CDC
HIV infection CDC category A1	Infección por VIH grupo A1 del CDC
Brain malformation	Malformacion cerebral
Dandy-Walker syndrome	Sindrome de Dandy-Walker
Prealbumin decreased	Disminucion de la Pre-albumina
Fibromyalgia	Fibromialgia
Teratoma benign	Teratoma benigno
HIV infection CDC category B3	Infección por VIH grupo B3 del CDC
HIV infection CDC category B2	Infección por VIH grupo B2 del CDC
HIV infection CDC category A2	Infección por VIH grupo A2 del CDC
HIV infection CDC category C3	Infección por VIH grupo C3 del CDC
HIV infection CDC category C2	Infección por VIH grupo C2 del CDC
HIV infection CDC category A3	Infección por VIH grupo A3 del CDC
Genital infection	infección genital
Lip disorder	Alteracion labial
Spinal haematoma	Hematoma espinal
Kidney enlargement	Agrandamiento renal
Growth of eyelashes	Crecimiento de las pestañas
Retinol binding protein decreased	Disminucion de la proteina ligada al retinol
Bladder prolapse	Prolapso vesical
Buccal mucosal roughening	Irregularidad de la mucosa bucal
Fat redistribution	Redistribucion adiposa
Biopsy prostate abnormal	Biopsia anormal de próstata
Hypervigilance	Hipervigilancia
Biopsy chorionic villous normal	Biopsia normal de vellosidades coriónicas
Biopsy chorionic villous abnormal	Biopsia anormal de vellosidades coriónicas
Biopsy chorionic villous	Biopsia de vellosidades coriónicas
Intravenous catheter management	Manejo de un catéter intravenoso
Ophthalmodynamometry	Oftalmodinamometría
Chemotherapy extravasation management	Manejo de extravasación de quimioterapia
Ophthalmodynamometry abnormal	Oftalmodinamometría anormal
Ophthalmodynamometry normal	Oftalmodinamometría normal
Brief psychotic disorder with marked stressors	Trastorno psicótico breve con marcada influencia de estrés
Endothelial dysfunction	Disfunción endotelial
Suture rupture	Ruptura de sutura
Red blood cells urine negative	Eritrocitos en orina negativos
Kyphosis congenital	Cifosis congénita
Limb hypoplasia congenital	Hipoplasia congénita de un miembro
Stent placement	Colocación de endoprótesis
Rheumatoid factor negative	Negatividad para el factor reumatoide
Post thrombotic syndrome	Síndrome postrombótico
Plagiocephaly	Plagiocefalia
Allergic granulomatous angiitis	Angeítis granulomatosa alérgica
Bleeding peripartum	Sangrado en el periparto
Umbilical cord abnormality	Anomalía del cordón umbilical
Musculoskeletal disorder	Alteración musculoesquelética
Histiocytosis haematophagic	Histiocitosis hematofágica
Cardiotoxicity	Cardiotoxicidad
Hydrothorax	Hidrotórax
Cholaemia	Colemia
Hypertonia neonatal	Hipertonía neonatal
Gerstmann's syndrome	Síndrome de Gerstmann
Factor VIII inhibition	Inhibición del factor VIII
Intestinal polyp	Pólipo intestinal
Tumour marker increased	Elevación de marcadores tumorales
Pseudarthrosis	Seudoartrosis
Intracardiac thrombus	Trombo intracardíaco
Myositis ossificans	Miositis osificante
Physical disability	Discapacidad física
Skin maceration	Maceración de la piel
Thoracic outlet syndrome	Síndrome del estrecho torácico
Subdural hygroma	Higroma subdural
Atrial hypertrophy	Hipertrofia auricular
Wound secretion	Secreción de herida
Coronary artery dissection	Disección de la arteria coronaria
Atrial thrombosis	Trombosis auricular
Pericardial effusion malignant	Derrame pericárdico maligno
Rheumatoid vasculitis	Vasculitis reumatoide
Angiolymphoid hyperplasia with eosinophilia	Hiperplasia angiolinfoide con eosinofilia
Infusion site erythema	Eritema en la zona de infusión
Hypereosinophilic syndrome	Síndrome hipereosinófilo
Self-induced vomiting	Vómito autoinducido
Lymphocele	Linfocele
Polyp colorectal	Pólipo colorrectal
Injection site ischaemia	Isquemia en el lugar de la inyección
Enzyme induction	Inducción enzimática
Koebner phenomenon	Fenómeno de Koebner
Cholinesterase inhibition	Inhibición de la colinesterasa
Enzyme inhibition	Inhibición enzimática
Concomitant disease progression	Evolución de enfermedad concomitante
Muscle fibrosis	Fibrosis muscular
Neurogenic bowel	Intestino neurógeno
Insulin sparing effect	Insulin sparing effect
Wyburn Mason's syndrome	Síndrome de Wyburn-Mason
Agonal death struggle	Resistencia agónica
Venous stenosis	Estenosis venosa
Terminal state	Estado terminal
Urogenital prolapse	Prolapso urogenital
Agnosia	Agnosia
Restrictive pulmonary disease	Enfermedad pulmonar restrictiva
Tear discolouration	Cambio de color lagrimal
Antiphospholipid antibodies positive	Anticuerpos antifosfolípido positivo
Sjogren-Larsson syndrome	Síndrome de Sjögren-Larsson
Pituitary enlargement	Agrandamiento de la pituitaria
Oral infection	Infección oral
Anti-erythropoietin antibody positive	Anticuerpo anti-eritropoyetina positivo
Upper extremity mass	Masa en la extremidad superior
Rheumatoid nodule	Nódulo reumatoide
Schimke immunoosseous dysplasia	Displasia osteoinmune de Schimke
Liposuction	Liposucción
Paraneoplastic cerebellar degeneration	Degeneración cerebelosa paraneoplásica
Joint range of motion decreased	Limitación de la movilidad de la articulación
Homocystinaemia	Homocistinemia
Gastroduodenitis haemorrhagic	Gastroduodenitis hemorrágica
Multiple-drug resistance	Resistencia a múltiples fármacos
Infantile septic granulomatosis	Granulomatosis séptica infantil
Urosepsis	Urosepsis
Gastroduodenitis	Gastroduodenitis
Pneumopericardium	Neumopericardio
Congenital dermal sinus	Seno dérmico congénito
Pneumocephalus	Neumocefalia
Postictal state	Estado postictal
Hydropneumothorax	Hidroneumotorax
Pericardial fibrosis	Fibrosis pericárdica
Phakomatosis	Facomatosis
Pleurocutaneous fistula	Fístula pleurocutánea
Periarticular disorder	Alteración periarticular
Fear of falling	Miedo a caerse
Postpartum state	Postparto
Electrocardiogram poor R-wave progression	Escasa progresión de la onda R en el electrocardiograma
Graft loss	Pérdida del injerto
Poor venous access	Mal abordaje venoso
Axillary pain	Dolor axilar
Oncocytoma	Oncocitoma
Tocolysis	Tocolisis
Renal graft loss	Pérdida del trasplante renal
Tooth infection	Infección dental
Atrial rupture	Rotura atrial
Dermatosis	Dermatosis
Lower extremity mass	Masa en una extremidad inferior
Hand and foot syndrome secondary to sickle cell anaemia	Síndrome mano y pie secundario a anemia de células falciformes
Myofascial pain syndrome	Síndrome de dolor miofascial
Energy increased	Energía aumentada
Carotid bruit	Ruido carotídeo
Lymphocytotoxic antibody positive	Positividad para anticuerpos linfocitotóxicos
Accessory kidney	Riñón accesorio
Breast calcifications	Calcificaciones mamarias
Cancer hormonal therapy	Hormonoterapia contra el cáncer
Congenital choroid plexus cyst	Quiste congénito de plexo coroideo
Congenital cerebellar agenesis	Agenesia cerebelar congénita
Prealbumin increased	Prealbúmina elevada
Cerebral haemangioma	Hemangioma cerebral
Spastic paraplegia	Paraplejia espástica
Keratitis-ichthyosis-deafness syndrome	Síndrome de queratitis-ictiosis-sordera
Biliary adenoma	Adenoma biliar
Acute generalised exanthematous pustulosis	Pustulosis exantemática generalizada aguda
Congenital thymus absence	Ausencia congénita del timo
Hypoglycaemic seizure	Crisis hipoglucémica
Congenital scrotal hypertrophy	Hipertrofia escrotal congénita
Kearns-Sayre syndrome	Síndrome de Kearns-Sayre
Ludwig angina	Angina de Ludwig
Laryngeal ventricle prolapse	Prolapso del ventrículo laríngeo
Sinus rhythm	Ritmo sinusal
Epiduritis	Epiduritis
Deafness unilateral	Sordera unilateral
Lennox-Gastaut syndrome	Síndrome de Lennox-Gastaut
Sebaceous hyperplasia	Hiperplasia sebácea
Crystal deposit intestine	Depósitos cristalinos en el intestino
Rectal adenoma	Adenoma rectal
Cerebral ventricle dilatation	Dilatación de ventrículo cerebral
Chest wall necrosis	Necrosis de la pared torácica
Polycystic liver disease	Enfermedad policística hepática
Autophony	Autofonía
Underweight	Peso más bajo del normal
Colon adenoma	Adenoma de colon
Cystitis glandularis	Cistitis glandular
Meningitis toxoplasmal	Meningitis por toxoplasma
Intraosseous angioma	Angioma intraóseo
Epiduroscopy	Epiduroscopia
Cytomegalovirus chorioretinitis	Coriorretinitis por citomegalovirus
Hemiapraxia	Hemiapraxia
XIth nerve paralysis	Parálisis del nervio XI
Myocardial haemorrhage	Hemorragia miocárdica
Necrotic preservation injury of graft	Lesión necrótica de injerto con preservación
Oesophagogastric fundoplasty	Fundoplastia esofagogástrica
Ischaemic cardiomyopathy	Cardiomiopatía isquémica
Necrotising scleritis	Escleritis necrosante
Immature larynx	Laringe inmadura
Anaemia postoperative	Anemia posoperatoria
Hypoacusis	Hipoacusia
Peritoneal hernia	Hernia peritoneal
Testicular cyst	Quiste testicular
Parkinsonian crisis	Crisis parkinsoniana
Phlebectomy	Flebectomía
Prophylaxis against transplant rejection	Profilaxis contra el rechazo de trasplante
Sensory integrative dysfunction	Disfunción de la integración sensorial
Synoviorthesis	Sinoviortesia
Traumatic arthritis	Artritis traumática
Rib hypoplasia	Hipoplasia costal
Electrocardiogram R on T phenomenon	Electrocardiograma fenómeno R sobre T
Nail bed bleeding	Sangrado del lecho ungueal
Congenital kyphoscoliosis	Cifoescoliosis congénita
Bursitis infective staphylococcal	Bursitis infecciosa estafilocócica
Onychoclasis	Onicoclasia
Rectal examination	Examen rectal
Osteopathic treatment	Tratamiento osteopático
Vaginal mucosal blistering	Vesiculación en la mucosa vaginal
Osteoma cutis	Osteoma cutáneo
Radiation oesophagitis	Esofagitis por radiación
Steatocystoma multiplex	Esteatocistoma múltiple
Pityriasis lichenoides et varioliformis acuta	Pitiríasis liquenoide y varioliforme aguda
Cystometrogram	Cistometrograma
Dapsone syndrome	Síndrome por dapsona
Pachygyria	Paquigiria
Premature closure of cranial sutures	Cierre prematuro de las suturas craneales
Lissencephaly	Lisencefalia
Boredom	Aburrimiento
Seasonal allergy	Alergia estacional
Congenital cerebral haemangioma	Hemangioma cerebral congénito
Uterine cyst	Quiste uterino
Factor V deficiency	Déficit del factor V
Vena cava filter insertion	Inserción de un filtro en la vena cava
Alcohol use	Consumo de alcohol
Performance status decreased	Estado de rendimiento disminuído
Otoscopy	Otoscopia
Bladder irrigation	Irrigación de la vejiga
Rectal abscess	Absceso rectal
Parotid lipomatosis	Lipomatosis parotídea
Application site vesicles	Vesículas en el sitio de aplicación
Application site bleeding	Sangrado en el sitio de aplicación
Bedridden	Postrado en cama
Vaginal lesion	Lesión vaginal
Anal abscess	Absceso anal
Angiolipoma	Angiolipoma
Application site dryness	Sequedad en el sitio de aplicación
Lymphadenectomy	Linfadenectomía
Congenital hyperextension of spine	Hiperextensión congénita de la columna vertebral
Sciatic nerve neuropathy	Neuropatía del nervio ciático
Congenital hyperextension of knee	Hiperextensión congénita de la rodilla
Uhl's anomaly	Anomalía de Uhl
Retinal toxicity	Toxicidad retiniana
Carotid artery occlusion	Oclusión de la arteria carótida
Brain oedema	Edema en el cerebro
Streptococcal sepsis	Sepsis estreptocócica
Basilar artery occlusion	Oclusión de arteria basilar
Paradoxical drug reaction	Reacción paradójica a un fármaco
Localised oedema	Edema localizado
Vertebral artery occlusion	Oclusión de la arteria vertebral
Cardiac pseudoaneurysm	Seudoaneurisma cardiaco
Vascular pseudoaneurysm	Seudoaneurisma vascular
Gastrostomy	Gastrostomía
Sinobronchitis	Sinobronquitis
Salivary oestriol increased	Estriol en saliva aumentado
Renal artery occlusion	Oclusión de la arteria renal
Spinal cord haemorrhage	Hemorragia en la médula espinal
Erythrocyanosis	Eritrocianosis
Ovarian adenoma	Adenoma ovárico
Bladder spasm	Espasmo vesical
Cytomegalovirus colitis	Colitis por citomegalovirus
Pancreatic abscess	Absceso pancreático
Acute endocarditis	Endocarditis aguda
Encephalitis brain stem	Encefalitis del tallo encefálico
Angelman's syndrome	Síndrome de Angelman
Acute phase reaction	Reacción de fase aguda
Scar pain	Dolor cicatricial
Accelerated idioventricular rhythm	Ritmo idioventricular acelerado
Leukoencephalomyelitis	Leucoencefalomielitis
Anaemia splenic	Anemia esplénica
Cytomegalovirus gastritis	Gastritis por citomegalovirus
Cytomegalovirus duodenitis	Duodenitis por citomegalovirus
Arachnoid cyst	Quiste aracnoideo
Congenital limb hyperextension	Hiperextensión congénita de un miembro
Ankle operation	Cirugía de tobillo
Cytomegalovirus enterocolitis	Enterocolitis por citomegalovirus
Anti factor VIII antibody positive	Anticuerpos antifactor VIII positivos
Cytomegalovirus proctocolitis	Proctocolitis por citomegalovirus
Encephalitis periaxialis diffusa	Encefalitis periaxial difusa
Persistent generalised lymphadenopathy	Linfadenopatía generalizada persistente
Cytomegalovirus oesophagitis	Esofagitis por citomegalovirus
Camptodactyly congenital	Camptodactilia congénita
Bladder trabeculation	Trabeculación de la vejiga
Axillary mass	Masa axilar
Application site papules	Pápulas en el sitio de aplicación
Coma acidotic	Coma acidótico
Weight fluctuation	Fluctuación de peso
LDL/HDL ratio increased	Relación LDL-HDL aumentada
